Product Name,Product Link,Description,Product Code,Category,Category Link
Kerrafront FS-262 2 Part Vent Trim Alpine Oak 3000mm,https://mbdecor.co.uk/product/kerrafront-fs-262-2-part-vent-trim-alpine-oak-3000mm/,"The FS-262 2 Part vent trim is designed to be used at the top of your project, during installation the back part of the trim is attached to batons, the panel then sits over the trim and a second colour coded part of the trim clips over the face of the board. This ventilation trim is especially important on dark coloured boards or boards which are prone to have direct sunlight, this helps to breathe and stop swelling.",QFS-262-AO,Kerrafront Trim,https://mbdecor.co.uk/category/kerrafront-trim/
Kerrafront FS-262 2 Part Vent Trim Anthracite 3000mm,https://mbdecor.co.uk/product/kerrafront-fs-262-2-part-vent-trim-anthracite-3000mm/,"The FS-262 2 Part vent trim is designed to be used at the top of your project, during installation the back part of the trim is attached to batons, the panel then sits over the trim and a second colour coded part of the trim clips over the face of the board. This ventilation trim is especially important on dark coloured boards or boards which are prone to have direct sunlight, this helps to breathe and stop swelling.",QFS-262-AN,Kerrafront Trim,https://mbdecor.co.uk/category/kerrafront-trim/
Kerrafront FS-262 2 Part Vent Trim Beige 3000mm,https://mbdecor.co.uk/product/kerrafront-fs-262-2-part-vent-trim-beige-3000mm/,"The FS-262 2 Part vent trim is designed to be used at the top of your project, during installation the back part of the trim is attached to batons, the panel then sits over the trim and a second colour coded part of the trim clips over the face of the board. This ventilation trim is especially important on dark coloured boards or boards which are prone to have direct sunlight, this helps to breathe and stop swelling.",QFS-262-BE,Kerrafront Trim,https://mbdecor.co.uk/category/kerrafront-trim/
Kerrafront FS-262 2 Part Vent Trim Caramel Oak 3000mm,https://mbdecor.co.uk/product/kerrafront-fs-262-2-part-vent-trim-caramel-oak-3000mm/,"The FS-262 2 Part vent trim is designed to be used at the top of your project, during installation the back part of the trim is attached to batons, the panel then sits over the trim and a second colour coded part of the trim clips over the face of the board. This ventilation trim is especially important on dark coloured boards or boards which are prone to have direct sunlight, this helps to breathe and stop swelling.",QFS-262-CA,Kerrafront Trim,https://mbdecor.co.uk/category/kerrafront-trim/
Kerrafront FS-262 2 Part Vent Trim Concrete Oak 3000mm,https://mbdecor.co.uk/product/kerrafront-fs-262-2-part-vent-trim-concrete-oak-3000mm/,"The FS-262 2 Part vent trim is designed to be used at the top of your project, during installation the back part of the trim is attached to batons, the panel then sits over the trim and a second colour coded part of the trim clips over the face of the board. This ventilation trim is especially important on dark coloured boards or boards which are prone to have direct sunlight, this helps to breathe and stop swelling.",QFS-262-CO,Kerrafront Trim,https://mbdecor.co.uk/category/kerrafront-trim/
Kerrafront FS-262 2 Part Vent Trim Ivory 3000mm,https://mbdecor.co.uk/product/kerrafront-fs-262-2-part-vent-trim-ivory-3000mm/,"The FS-262 2 Part vent trim is designed to be used at the top of your project, during installation the back part of the trim is attached to batons, the panel then sits over the trim and a second colour coded part of the trim clips over the face of the board. This ventilation trim is especially important on dark coloured boards or boards which are prone to have direct sunlight, this helps to breathe and stop swelling.",QFS-262-IV,Kerrafront Trim,https://mbdecor.co.uk/category/kerrafront-trim/
Kerrafront FS-262 2 Part Vent Trim Light Grey 3000mm,https://mbdecor.co.uk/product/kerrafront-fs-262-2-part-vent-trim-light-grey-3000mm/,"The FS-262 2 Part vent trim is designed to be used at the top of your project, during installation the back part of the trim is attached to batons, the panel then sits over the trim and a second colour coded part of the trim clips over the face of the board. This ventilation trim is especially important on dark coloured boards or boards which are prone to have direct sunlight, this helps to breathe and stop swelling.",QFS-262-LG,Kerrafront Trim,https://mbdecor.co.uk/category/kerrafront-trim/
Kerrafront FS-262 2 Part Vent Trim Malt Oak 3000mm,https://mbdecor.co.uk/product/kerrafront-fs-262-2-part-vent-trim-malt-oak-3000mm/,"The FS-262 2 Part vent trim is designed to be used at the top of your project, during installation the back part of the trim is attached to batons, the panel then sits over the trim and a second colour coded part of the trim clips over the face of the board. This ventilation trim is especially important on dark coloured boards or boards which are prone to have direct sunlight, this helps to breathe and stop swelling.",QFS-262-MO,Kerrafront Trim,https://mbdecor.co.uk/category/kerrafront-trim/
Kerrafront FS-262 2 Part Vent Trim Mastic 3000mm,https://mbdecor.co.uk/product/kerrafront-fs-262-2-part-vent-trim-mastic-3000mm/,"The FS-262 2 Part vent trim is designed to be used at the top of your project, during installation the back part of the trim is attached to batons, the panel then sits over the trim and a second colour coded part of the trim clips over the face of the board. This ventilation trim is especially important on dark coloured boards or boards which are prone to have direct sunlight, this helps to breathe and stop swelling.",QFS-262-MA,Kerrafront Trim,https://mbdecor.co.uk/category/kerrafront-trim/
Kerrafront FS-262 2 Part Vent Trim Pearl Grey 3000mm,https://mbdecor.co.uk/product/kerrafront-fs-262-2-part-vent-trim-pearl-grey-3000mm/,"The FS-262 2 Part vent trim is designed to be used at the top of your project, during installation the back part of the trim is attached to batons, the panel then sits over the trim and a second colour coded part of the trim clips over the face of the board. This ventilation trim is especially important on dark coloured boards or boards which are prone to have direct sunlight, this helps to breathe and stop swelling.",QFS-262-PG,Kerrafront Trim,https://mbdecor.co.uk/category/kerrafront-trim/
Kerrafront FS-262 2 Part Vent Trim Quartz Grey 3000mm,https://mbdecor.co.uk/product/kerrafront-fs-262-2-part-vent-trim-quartz-grey-3000mm/,"The FS-262 2 Part vent trim is designed to be used at the top of your project, during installation the back part of the trim is attached to batons, the panel then sits over the trim and a second colour coded part of the trim clips over the face of the board. This ventilation trim is especially important on dark coloured boards or boards which are prone to have direct sunlight, this helps to breathe and stop swelling.",QFS-262-QG,Kerrafront Trim,https://mbdecor.co.uk/category/kerrafront-trim/
Kerrafront FS-262 2 Part Vent Trim White 3000mm,https://mbdecor.co.uk/product/kerrafront-fs-262-2-part-vent-trim-white-3000mm/,"The FS-262 2 Part vent trim is designed to be used at the top of your project, during installation the back part of the trim is attached to batons, the panel then sits over the trim and a second colour coded part of the trim clips over the face of the board. This ventilation trim is especially important on dark coloured boards or boards which are prone to have direct sunlight, this helps to breathe and stop swelling.",QFS-262-WH,Kerrafront Trim,https://mbdecor.co.uk/category/kerrafront-trim/
Linerio M-Line Anthracite Left Hand Trim,https://mbdecor.co.uk/product/linerio-m-line-anthracite-left-hand-trim/,"Linerio Slat Panel L-Line finishing trims, Left hand, Right hand & Universal (top/bottom).",VLMT6054517,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio M-Line Anthracite Right Hand Trim,https://mbdecor.co.uk/product/linerio-m-line-anthracite-right-hand-trim/,"Linerio Slat Panel L-Line finishing trims, Left hand, Right hand & Universal (top/bottom).",VLMT6054512,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio M-Line Anthracite Slat Panel,https://mbdecor.co.uk/product/linerio-m-line-anthracite-slat-panel/,"Panel LengthPanel WidthPanel ThicknessVox Linerio is a new addition to our range of decorative interior wall panels, the linerio panelling imitates perfectly timber slat panelling. The slat panels are easy to install, and complimented with matching left hand & right hand trims to finish the look.Linerio panels owe their unique properties to the material from which they are made. To manufacture the panels, we use polystyrene covered with a print made by hot-stamping. Polystyrene is a modern material that is 100% recyclable. It is lightweight durable, and easy to clean. This means that Linerio can be installed even in more demanding areas, such as the hallway, work area, or the kitchen.Quick installation – easy cut using a saw or jigsawChoice of mounting options -vertically, horizontally, diagonally.Does not require additional substrate preparation work (e.g. priming) as well as protecting the top layer (e.g. grouting)Clean installation, no dustImmediate 3d effect on the wall after installation – the rooms can be used immediately",VLM6054502,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio M-Line Grey Left Hand Trim,https://mbdecor.co.uk/product/linerio-m-line-grey-left-hand-trim/,"Linerio Slat Panel L-Line finishing trims, Left hand, Right hand & Universal (top/bottom).",VLMT6054518,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio M-Line Grey Right Hand Trim,https://mbdecor.co.uk/product/linerio-m-line-grey-right-hand-trim/,"Linerio Slat Panel L-Line finishing trims, Left hand, Right hand & Universal (top/bottom).",VLMT6054513,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio M-Line Grey Slat Panel,https://mbdecor.co.uk/product/linerio-m-line-grey-slat-panel/,"Panel LengthPanel WidthPanel ThicknessVox Linerio is a new addition to our range of decorative interior wall panels, the linerio panelling imitates perfectly timber slat panelling. The slat panels are easy to install, and complimented with matching left hand & right hand trims to finish the look.Linerio panels owe their unique properties to the material from which they are made. To manufacture the panels, we use polystyrene covered with a print made by hot-stamping. Polystyrene is a modern material that is 100% recyclable. It is lightweight durable, and easy to clean. This means that Linerio can be installed even in more demanding areas, such as the hallway, work area, or the kitchen.Quick installation – easy cut using a saw or jigsawChoice of mounting options -vertically, horizontally, diagonally.Does not require additional substrate preparation work (e.g. priming) as well as protecting the top layer (e.g. grouting)Clean installation, no dustImmediate 3d effect on the wall after installation – the rooms can be used immediately",VLM6054503,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio M-Line Mocca Left Hand Trim,https://mbdecor.co.uk/product/linerio-m-line-mocca-left-hand-trim/,"Linerio Slat Panel L-Line finishing trims, Left hand, Right hand & Universal (top/bottom).",VLMT6034188,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio M-Line Mocca Right Hand Trim,https://mbdecor.co.uk/product/linerio-m-line-mocca-right-hand-trim/,"Linerio Slat Panel L-Line finishing trims, Left hand, Right hand & Universal (top/bottom).",VLMT6034189,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio M-Line Mocca Slat Panel,https://mbdecor.co.uk/product/linerio-m-line-mocca-slat-panel/,"Panel LengthPanel WidthPanel ThicknessVox Linerio is a new addition to our range of decorative interior wall panels, the linerio panelling imitates perfectly timber slat panelling. The slat panels are easy to install, and complimented with matching left hand & right hand trims to finish the look.Linerio panels owe their unique properties to the material from which they are made. To manufacture the panels, we use polystyrene covered with a print made by hot-stamping. Polystyrene is a modern material that is 100% recyclable. It is lightweight durable, and easy to clean. This means that Linerio can be installed even in more demanding areas, such as the hallway, work area, or the kitchen.Quick installation – easy cut using a saw or jigsawChoice of mounting options -vertically, horizontally, diagonally.Does not require additional substrate preparation work (e.g. priming) as well as protecting the top layer (e.g. grouting)Clean installation, no dustImmediate 3d effect on the wall after installation – the rooms can be used immediately",VLM6034203,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio M-Line Natural Left Hand Trim,https://mbdecor.co.uk/product/linerio-m-line-natural-left-hand-trim/,"Linerio Slat Panel L-Line finishing trims, Left hand, Right hand & Universal (top/bottom).",VLMT6034186,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio M-Line Natural Right Hand Trim,https://mbdecor.co.uk/product/linerio-m-line-natural-right-hand-trim/,"Linerio Slat Panel L-Line finishing trims, Left hand, Right hand & Universal (top/bottom).",VLMT6034187,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio M-Line Natural Slat Panel,https://mbdecor.co.uk/product/linerio-m-line-natural-slat-panel/,"Panel LengthPanel WidthPanel ThicknessVox Linerio is a new addition to our range of decorative interior wall panels, the linerio panelling imitates perfectly timber slat panelling. The slat panels are easy to install, and complimented with matching left hand & right hand trims to finish the look.Linerio panels owe their unique properties to the material from which they are made. To manufacture the panels, we use polystyrene covered with a print made by hot-stamping. Polystyrene is a modern material that is 100% recyclable. It is lightweight durable, and easy to clean. This means that Linerio can be installed even in more demanding areas, such as the hallway, work area, or the kitchen.Quick installation – easy cut using a saw or jigsawChoice of mounting options -vertically, horizontally, diagonally.Does not require additional substrate preparation work (e.g. priming) as well as protecting the top layer (e.g. grouting)Clean installation, no dustImmediate 3d effect on the wall after installation – the rooms can be used immediately",VLM6034202,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio M-Line White Left Hand Trim,https://mbdecor.co.uk/product/linerio-m-line-white-left-hand-trim/,"Linerio Slat Panel L-Line finishing trims, Left hand, Right hand & Universal (top/bottom).",VLMT6054514,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio M-Line White Right Hand Trim,https://mbdecor.co.uk/product/linerio-m-line-white-right-hand-trim/,"Linerio Slat Panel L-Line finishing trims, Left hand, Right hand & Universal (top/bottom).",VLMT6054511,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio M-Line White Slat Panel,https://mbdecor.co.uk/product/linerio-m-line-white-slat-panel/,"Panel LengthPanel WidthPanel ThicknessVox Linerio is a new addition to our range of decorative interior wall panels, the linerio panelling imitates perfectly timber slat panelling. The slat panels are easy to install, and complimented with matching left hand & right hand trims to finish the look.Linerio panels owe their unique properties to the material from which they are made. To manufacture the panels, we use polystyrene covered with a print made by hot-stamping. Polystyrene is a modern material that is 100% recyclable. It is lightweight durable, and easy to clean. This means that Linerio can be installed even in more demanding areas, such as the hallway, work area, or the kitchen.Quick installation – easy cut using a saw or jigsawChoice of mounting options -vertically, horizontally, diagonally.Does not require additional substrate preparation work (e.g. priming) as well as protecting the top layer (e.g. grouting)Clean installation, no dustImmediate 3d effect on the wall after installation – the rooms can be used immediately",VLM6054501,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
MB Cornice Moulding 2700mm White With Chrome,https://mbdecor.co.uk/product/mb-cornice-moulding-2700mm-white-with-chrome/,"The MB ceiling cornice creates a stunning coving effect between your ceiling and wall, measuring 36mm x 36mm and providing a beautiful visual effect for any room including the bathroom.",QMBTR07,Finishing TouchesFinishing TrimUncategorized,https://mbdecor.co.uk/category/finishing-touches/
Thermo-Slat Panel Ash Grey Universal Trim,https://mbdecor.co.uk/product/thermo-slat-panel-ash-grey-universal-trim/,The Ash Grey Universal Trim is used across the top and base of the Thermo-Slat Panels as a finishing trim.Dimensions: 2.6m x 38mm x 16mm,QMBTSU01,Thermo Slat,https://mbdecor.co.uk/category/thermo-slat/
Thermo-Slat Panel Charcoal Grey Universal Trim,https://mbdecor.co.uk/product/thermo-slat-panel-charcoal-grey-universal-trim/,The Hickory Brown Universal Trim is used across the top and base of the Thermo-Slat Panels as a finishing trim.Dimensions: 2.6m x 38mm x 16mm,QMBTSU05,Thermo Slat,https://mbdecor.co.uk/category/thermo-slat/
Thermo-Slat Panel Charcoal White Universal Trim,https://mbdecor.co.uk/product/thermo-slat-panel-charcoal-white-universal-trim/,The Charcoal White Universal Trim is used across the top and base of the Thermo-Slat Panels as a finishing trim.Dimensions: 2.6m x 38mm x 16mm,QMBTSU04,Thermo Slat,https://mbdecor.co.uk/category/thermo-slat/
Thermo-Slat Panel Hickory Brown Universal Trim,https://mbdecor.co.uk/product/thermo-slat-panel-hickory-brown-universal-trim/,The Hickory Brown Universal Trim is used across the top and base of the Thermo-Slat Panels as a finishing trim.Dimensions: 2.6m x 38mm x 16mm,QMBTSU02,Thermo Slat,https://mbdecor.co.uk/category/thermo-slat/
Thermo-Slat Panel Smokey Grey Universal Trim,https://mbdecor.co.uk/product/thermo-slat-panel-smokey-grey-universal-trim/,The Smokey Grey Universal Trim is used across the top and base of the Thermo-Slat Panels as a finishing trim.Dimensions: 2.6m x 38mm x 16mm,QMBTSU03,Thermo Slat,https://mbdecor.co.uk/category/thermo-slat/
White PENOSIL 326 Sanitary & Food-Grade Silicone 300ml,https://mbdecor.co.uk/product/white-penosil-326-sanitary-food-grade-silicone-300ml/,"PENOSIL Sanitary & Food-Grade Silicone 326 is a multipurpose neutral silicone for sanitary applications, finishing and ventilation sealing works. Forms a waterproof and mould-resistant seal on a wide range of materials.ADHERES TO:  Concrete, Brick, Masonry, Wood, Aluminium (lacquered, anodized, painted), Galvanized steel, Glass, Ceramics, PVC, Most plasticsAPPLICATION: Cut the tip of the cartridge. Screw on the nozzle and cut an opening at a 45° angle which is slightly larger than the joint to be sealed. Place the cartridge into a sealant gun. Apply the sealant by keeping an even pressure at the gun trigger and smoothly dragging the nozzle along the joint. Remove the excess sealant and smoothen the surface with a suitable tool.",BB0083W,Finishing TouchesFitting Accessories,https://mbdecor.co.uk/category/finishing-touches/
Deeplas 40mm White Architrave,https://mbdecor.co.uk/product/deeplas-40mm-white-architrave/,"castellated PVC Trim. Perfect for any situation where a large surface area needs covering, to hide unsightly cracks, marks, or gaps around windows or doors.",Q108703,Finishing Trim,https://mbdecor.co.uk/category/finishing-touches/finishing-trim/
Kerrafront 304 Wood Effect Alpine Oak External Cladding (332mm x 2950mm),https://mbdecor.co.uk/product/kerrafront-304-wood-effect-alpine-oak-external-cladding-332mm-x-2950mm/,"Discover the cutting-edge Kerrafront Modern Wood Alpine Oak External Cladding, featuring innovative KERRACORE technology for unmatched durability and easy installation with SYSTEM CONNEX. Enjoy maintenance-free beauty with exceptional energy efficiency and a healthier living space.Product Specifications Overview:",QFSC-304-AO,Kerrafront,https://mbdecor.co.uk/category/kerrafront/
Deeplas 45mm White Reversible Door Architrave,https://mbdecor.co.uk/product/deeplas-reversible-architrave-45mm/,"Rounded or Square-ended 45mm x 9mm Reversible Architrave.Ideal for around windows or doors, small profile and PVC construction gives a clean appearance with little maintenance.",Q104703,Finishing Trim,https://mbdecor.co.uk/category/finishing-touches/finishing-trim/
Kerrafront 304 Wood Effect Caramel Oak External Cladding (332mm x 2950mm),https://mbdecor.co.uk/product/kerrafront-304-wood-effect-caramel-oak-external-cladding-332mm-x-2950mm/,"Elevate your façade with Kerrafront Modern Wood Caramel Oak External Cladding, featuring advanced KERRACORE technology for lasting durability, effortless maintenance, and supreme energy efficiency. Experience the ease of installation with the innovative CONNEX system.Product Specifications Overview:",QFSC-304-CA,Kerrafront,https://mbdecor.co.uk/category/kerrafront/
Deeplas 60mm White Architrave,https://mbdecor.co.uk/product/deeplas-60mm-white-architrave/,"castellated PVC Trim. Perfect for any situation where a large surface area needs covering, to hide unsightly cracks, marks, or gaps around windows or doors.",Q108803,Finishing Trim,https://mbdecor.co.uk/category/finishing-touches/finishing-trim/
Kerrafront 304 Wood Effect Concrete Oak External Cladding (332mm x 2950mm),https://mbdecor.co.uk/product/kerrafront-304-wood-effect-concrete-oak-external-cladding-332mm-x-2950mm/,"Transform your building with Kerrafront Modern Wood Concrete Oak Cladding, leveraging KERRACORE technology for unmatched durability and ease of maintenance. Benefit from enhanced energy efficiency and effortless installation with the CONNEX system.Product Specifications Overview:",QFSC-304-CO,Kerrafront,https://mbdecor.co.uk/category/kerrafront/
Deeplas 90mm White Architrave,https://mbdecor.co.uk/product/deeplas-90mm-white-architrave/,"Castellated PVC Trim. Perfect for any situation where a large surface area needs covering, to hide unsightly cracks, marks, or gaps around windows or doors.",Q108903,Finishing Trim,https://mbdecor.co.uk/category/finishing-touches/finishing-trim/
Kerrafront 304 Wood Effect Malt Oak External Cladding (332mm x 2950mm),https://mbdecor.co.uk/product/kerrafront-304-wood-effect-malt-oak-external-cladding-332mm-x-2950mm/,"Experience the cutting-edge Kerrafront Modern Wood Malt Oak Cladding, which offers unparalleled durability, energy efficiency, and easy installation with the innovative CONNEX system. Enjoy a beautiful, maintenance-free exterior with enhanced environmental benefits.Product Specifications Overview:",QFSC-304-MO,Kerrafront,https://mbdecor.co.uk/category/kerrafront/
Deeplas Rectangular Bead Trim 15mm x 12mm Trim,https://mbdecor.co.uk/product/deeplas-rectangular-bead-trim-15mm-x-12mm-trim/,Rectangle beading trim.,Q105903,Finishing Trim,https://mbdecor.co.uk/category/finishing-touches/finishing-trim/
Kerrafront 302 Modern Wood Anthracite External Cladding (332mm x 2950mm),https://mbdecor.co.uk/product/kerrafront-302-modern-wood-anthracite-external-cladding-332mm-x-2950mm/,"Discover Kerrafront Modern Wood Anthracite External Cladding: a no-maintenance, weather-resistant solution that saves money and enhances your building’s efficiency and appearance.Product Specifications Overview:",QFSC-302-AN,Kerrafront,https://mbdecor.co.uk/category/kerrafront/
Deeplas Square Bead 20mm x 15.5mm,https://mbdecor.co.uk/product/deeplas-square-bead-20mm-x-15-5mm/,Square beading trim.,Q104603,Finishing Trim,https://mbdecor.co.uk/category/finishing-touches/finishing-trim/
Kerrafront 302 Modern Wood Beige External Cladding (332mm x 2950mm),https://mbdecor.co.uk/product/kerrafront-302-modern-wood-beige-external-cladding-332mm-x-2950mm/,"Opt for Kerrafront Modern Wood Beige External Cladding for a maintenance-free, durable solution that enhances your building’s appeal and efficiency. Enjoy easy installation, weather resistance, and a 10-year warranty.Product Specifications Overview:",QFSC-302-BE,Kerrafront,https://mbdecor.co.uk/category/kerrafront/
Deeplas Square Bead 20mm x 22mm,https://mbdecor.co.uk/product/deeplas-square-bead-20mm-x-22mm/,Square beading trim.,Q117903,Finishing Trim,https://mbdecor.co.uk/category/finishing-touches/finishing-trim/
Kerrafront 302 Modern Wood Claystone External Cladding (332mm x 2950mm),https://mbdecor.co.uk/product/kerrafront-302-modern-wood-claystone-external-cladding-332mm-x-2950mm/,"Elevate your building with Kerrafront Modern Wood Claystone Cladding, offering a blend of no-maintenance durability, energy efficiency, and easy installation. Secure your investment with a 10-year warranty.Product Specifications Overview:",QFSC-302-CS,Kerrafront,https://mbdecor.co.uk/category/kerrafront/
Deeplas White 25mm D-Mould Trim,https://mbdecor.co.uk/product/deeplas-white-25mm-d-mould-trim/,"25mm D Mould trim, can be used in any room in the house, around windows doors or baths, and gives a clean white PVC finish.",Q117603,Finishing Trim,https://mbdecor.co.uk/category/finishing-touches/finishing-trim/
Kerrafront 302 Modern Wood Ivory External Cladding (332mm x 2950mm),https://mbdecor.co.uk/product/kerrafront-302-modern-wood-ivory-external-cladding-332mm-x-2950mm/,"Upgrade to Kerrafront Modern Wood Ivory Cladding for a durable, no-maintenance façade solution that offers energy savings and easy installation. Enjoy the peace of mind with a 10-year warranty.Product Specifications Overview:",QFSC-302-IV,Kerrafront,https://mbdecor.co.uk/category/kerrafront/
Deeplas White 30mm D-Mould Trim,https://mbdecor.co.uk/product/deeplas-white-30mm-d-mould-trim/,"30mm D Mould trim, can be used in any room in the house, around windows doors or baths, and gives a clean white PVC finish.",Q104403,Finishing Trim,https://mbdecor.co.uk/category/finishing-touches/finishing-trim/
Kerrafront 302 Modern Wood Pearl Grey External Cladding (332mm x 2950mm),https://mbdecor.co.uk/product/kerrafront-302-modern-wood-pearl-grey-external-cladding-332mm-x-2950mm/,"Upgrade your facade with Kerrafront Modern Wood Pearl Grey Cladding, featuring low-maintenance durability, enhanced energy efficiency, and the innovative CONNEX system for easy installation. Benefit from a 10-year warranty for lasting peace of mind.Product Specifications Overview:",QFSC-302-PR,Kerrafront,https://mbdecor.co.uk/category/kerrafront/
Kerrafront 302 Modern Wood Quartz Grey External Cladding (332mm x 2950mm),https://mbdecor.co.uk/product/kerrafront-302-modern-wood-quartz-grey-external-cladding-332mm-x-2950mm/,"Elevate your exterior with Kerrafront Modern Wood Quartz Grey External Cladding, combining unparalleled durability, superior energy efficiency, and hassle-free installation with the innovative CONNEX system. Secure a lasting, maintenance-free facade with a 10-year warranty.Product Specifications Overview:",QFSC-302-QG,Kerrafront,https://mbdecor.co.uk/category/kerrafront/
Large Tile Calacatta White 1200mm x 600mm,https://mbdecor.co.uk/product/calacatta-white-1200mm-x-600mm/,"New to the Vilo Range is the Solid SPC Vilo Tile Panel… The panels are manufactured using SPC (Stone Polymer Composite) technology. They are based on a hard composite core, which in turn has been coated with a decorative layer, and protected with a UV-resistant coating. This gives the panel a high resistance to scratches and damage.Thanks to the click design, the installation of the panels is simple and intuitive, and the joints are very subtle and do not require grouting.",VTP6053394,Vilo SPC Tile Panel,https://mbdecor.co.uk/category/vilo-spc-tile-panel/
Kerrafront 302 Modern Wood White External Cladding (332mm x 2950mm),https://mbdecor.co.uk/product/kerrafront-302-modern-wood-white-external-cladding-332mm-x-2950mm/,"Transform your building with Kerrafront Modern Wood White External Cladding, offering a sleek, maintenance-free exterior with superior durability, energy-saving insulation, and the innovative CONNEX system for easy installation. Enjoy a brighter, cleaner look with a 10-year warranty.Product Specifications Overview:",QFSC-302-WH,Kerrafront,https://mbdecor.co.uk/category/kerrafront/
Large Tile Dark Stone 1200mm x 600mm,https://mbdecor.co.uk/product/large-tile-dark-stone-1200mm-x-600mm/,"New to the Vilo Range is the Solid SPC Vilo Tile Panel… The panels are manufactured using SPC (Stone Polymer Composite) technology. They are based on a hard composite core, which in turn has been coated with a decorative layer, and protected with a UV-resistant coating. This gives the panel a high resistance to scratches and damage.Thanks to the click design, the installation of the panels is simple and intuitive, and the joints are very subtle and do not require grouting.",VTP6053397,Vilo SPC Tile Panel,https://mbdecor.co.uk/category/vilo-spc-tile-panel/
Kerrafront 301 Trend Anthracite Soft External Cladding (320mm x 2950mm),https://mbdecor.co.uk/product/kerrafront-301-trend-anthracite-soft-external-cladding-320mm-x-2950mm/,"Discover Kerrafront Trend Anthracite Soft for a modern, durable, and maintenance-free facade cladding solution that complements contemporary architectural design. Its innovative Kerracore Technology guarantees unmatched durability and resistance to adverse weather conditions, while the Anthracite Soft shade provides a subtle, sophisticated appearance.Product Specifications Overview:",QFSC-301-AN,Kerrafront,https://mbdecor.co.uk/category/kerrafront/
Large Tile Marble Skin 1200mm x 600mm,https://mbdecor.co.uk/product/large-tile-marble-skin-1200mm-x-600mm/,"New to the Vilo Range is the Solid SPC Vilo Tile Panel… The panels are manufactured using SPC (Stone Polymer Composite) technology. They are based on a hard composite core, which in turn has been coated with a decorative layer, and protected with a UV-resistant coating. This gives the panel a high resistance to scratches and damage.Thanks to the click design, the installation of the panels is simple and intuitive, and the joints are very subtle and do not require grouting.",VTP6055830,Vilo SPC Tile Panel,https://mbdecor.co.uk/category/vilo-spc-tile-panel/
Kerrafront 301 Trend Ivory Soft External Cladding (320mm x 2950mm),https://mbdecor.co.uk/product/kerrafront-301-trend-ivory-soft-external-cladding-320mm-x-2950mm/,"Transform the outside of your home with the innovative Kerrafront 301 Trend Ivory Soft External Cladding. This contemporary exterior cladding surpasses conventional options such as wood, offering the advantage of low maintenance.Product Specifications Overview:",QFSC-301-IV,Kerrafront,https://mbdecor.co.uk/category/kerrafront/
Small Tile Ash Grey 300mm x 600mm,https://mbdecor.co.uk/product/vilo-spc-tile-panel-ash-grey-300mm-x-600mm/,"New to the Vilo Range is the Solid SPC Vilo Tile Panel… The panels are manufactured using SPC (Stone Polymer Composite) technology. They are based on a hard composite core, which in turn has been coated with a decorative layer, and protected with a UV-resistant coating. This gives the panel a high resistance to scratches and damage.Thanks to the click design, the installation of the panels is simple and intuitive, and the joints are very subtle and do not require grouting.",VTP6053393,Vilo SPC Tile Panel,https://mbdecor.co.uk/category/vilo-spc-tile-panel/
Kerrafront 301 Trend Mastic Soft External Cladding (320mm x 2950mm),https://mbdecor.co.uk/product/kerrafront-301-trend-mastic-soft-external-cladding-320mm-x-2950mm/,"The Kerrafront Trend Mastic Soft External Cladding presents a cutting-edge approach to contemporary facade styling, blending visual attractiveness with practical advantages. Its maintenance-free characteristic, rooted in the sophisticated Kerracore Technology, marks it as an exceptionally long-lasting and weather-proof choice.Product Specifications Overview:",QFSC-301-MA,Kerrafront,https://mbdecor.co.uk/category/kerrafront/
Small Tile Calacatta Black 300mm x 600mm,https://mbdecor.co.uk/product/vilo-spc-tile-panel-calacatta-black-300mm-x-600mm/,"New to the Vilo Range is the Solid SPC Vilo Tile Panel… The panels are manufactured using SPC (Stone Polymer Composite) technology. They are based on a hard composite core, which in turn has been coated with a decorative layer, and protected with a UV-resistant coating. This gives the panel a high resistance to scratches and damage.Thanks to the click design, the installation of the panels is simple and intuitive, and the joints are very subtle and do not require grouting.",VTP3053390,Vilo SPC Tile Panel,https://mbdecor.co.uk/category/vilo-spc-tile-panel/
